Index,Field,Value
1.1.21.3,organic_rating_count,"9,285"
1.1.21.4,organic_title,Women's VERSAFOAM Cohesion 12 Road Running Shoe
1.1.22.1,organic_price,$53.10
1.1.22.2,organic_rating,4.7 out of 5 stars
1.1.22.3,organic_rating_count,"32,622"
1.1.22.4,organic_title,Men's Jungle Moc Slip-On Shoe
1.1.23.1,organic_price,$94.95
1.1.23.2,organic_rating,4.6 out of 5 stars
1.1.23.3,organic_rating_count,"9,609"
1.1.23.4,organic_title,Men's Tilden Cap Oxford Shoe
1.1.24.1,organic_price,$57.00
1.1.24.2,organic_rating,4.4 out of 5 stars
1.1.24.3,organic_rating_count,672
1.1.24.4,organic_title,Women's Racer TR21 Running Shoe
1.1.25.1,organic_price,$49.95
1.1.25.2,organic_rating,4.4 out of 5 stars
1.1.25.3,organic_rating_count,"1,623"
1.1.25.4,organic_title,Women's 410 V7 Trail Running Shoe
1.1.26.1,organic_price,$49.00
1.1.26.2,organic_rating,4.6 out of 5 stars
1.1.26.3,organic_rating_count,"73,347"
1.1.26.4,organic_title,Women's Cloudfoam Pure Running Shoe
1.1.27.1,organic_price,$64.95
1.1.27.2,organic_rating,4.5 out of 5 stars
1.1.27.3,organic_rating_count,672
1.1.27.4,organic_title,Mens Excursion Tr15 Trail Running Shoe
1.1.28.1,organic_price,$139.95
1.1.28.2,organic_rating,4.6 out of 5 stars
1.1.28.3,organic_rating_count,"4,356"
1.1.28.4,organic_title,Men's Air Force 1 '07 An20 Basketball Shoe
1.1.29.1,organic_price,$32.98
1.1.29.2,organic_rating,4.6 out of 5 stars
1.1.29.3,organic_rating_count,"24,083"
1.1.29.4,organic_title,Men's Expected Avillo Moccasin
1.1.30.1,organic_price,$52.19
1.1.30.2,organic_rating,4.6 out of 5 stars
1.1.30.3,organic_rating_count,"1,461"
1.1.30.4,organic_title,Men's EQ21 Running Shoe
1.1.31.1,organic_price,n/a
1.1.31.2,organic_rating,4.6 out of 5 stars
1.1.31.3,organic_rating_count,"7,568"
1.1.31.4,organic_title,Men's Billfish 3-Eye Boat Shoe
1.1.32.1,organic_price,$59.95
1.1.32.2,organic_rating,4.4 out of 5 stars
1.1.32.3,organic_rating_count,"9,048"
1.1.32.4,organic_title,Women's Influence Cross Trainer
1.1.33.1,organic_price,$48.83
1.1.33.2,organic_rating,4.5 out of 5 stars
1.1.33.3,organic_rating_count,"11,960"
1.1.33.4,organic_title,Women's Puremotion Adapt Running Shoe
1.1.34.1,organic_price,$61.94
1.1.34.2,organic_rating,4.6 out of 5 stars
1.1.34.3,organic_rating_count,"7,398"
1.1.34.4,organic_title,Men's Tilden Walk Oxford
1.1.35.1,organic_price,$59.99
1.1.35.2,organic_rating,4.6 out of 5 stars
1.1.35.3,organic_rating_count,"2,547"
1.1.35.4,organic_title,Men's Charged Engage Cross Trainer
1.1.36.1,organic_price,$66.91
1.1.36.2,organic_rating,4.6 out of 5 stars
1.1.36.3,organic_rating_count,571
1.1.36.4,organic_title,Men's Ride 14 Running Shoe
1.1.37.1,organic_price,$46.90
1.1.37.2,organic_rating,4.3 out of 5 stars
1.1.37.3,organic_rating_count,"6,062"
1.1.37.4,organic_title,Men's Sneakers Sport Running Athletic Tennis Walking Shoes
1.1.38.1,organic_price,$74.99
1.1.38.2,organic_rating,4.7 out of 5 stars
1.1.38.3,organic_rating_count,199
1.1.38.4,organic_title,Men's S2g Spikeless Golf Shoes
1.1.39.1,organic_price,$69.95
1.1.39.2,organic_rating,4.5 out of 5 stars
1.1.39.3,organic_rating_count,298
1.1.39.4,organic_title,Women's Lilah Heeled Sandal
1.1.40.1,organic_price,$549.99
1.1.40.2,organic_rating,3.8 out of 5 stars
1.1.40.3,organic_rating_count,8
1.1.40.4,organic_title,Yeezy Boost 350 V2
1.1.41.1,organic_price,$51.42
1.1.41.2,organic_rating,4.3 out of 5 stars
1.1.41.3,organic_rating_count,"3,662"
1.1.41.4,organic_title,Men's Questar Flow Nxt Running Shoe
1.1.42.1,organic_price,$49.50
1.1.42.2,organic_rating,4.5 out of 5 stars
1.1.42.3,organic_rating_count,"21,454"
1.1.42.4,organic_title,Women's Champion Canvas Sneaker
1.1.43.1,organic_price,$53.32
1.1.43.2,organic_rating,4.7 out of 5 stars
1.1.43.3,organic_rating_count,"2,051"
1.1.43.4,organic_title,Men's Gel-Excite 8 Running Shoes
1.1.44.1,organic_price,$84.99
1.1.44.2,organic_rating,4.6 out of 5 stars
1.1.44.3,organic_rating_count,"22,039"
1.1.44.4,organic_title,Women's Fresh Foam Roav V1 Running Shoe
1.1.45.1,organic_price,$49.97
1.1.45.2,organic_rating,4.4 out of 5 stars
1.1.45.3,organic_rating_count,488
1.1.45.4,organic_title,Men's Charged Pursuit 3 --Running Shoe
1.1.46.1,organic_price,$48.74
1.1.46.2,organic_rating,4.3 out of 5 stars
1.1.46.3,organic_rating_count,"3,474"
1.1.46.4,organic_title,Women's 520 V7 Running Shoe
1.1.47.1,organic_price,$52.99
1.1.47.2,organic_rating,4.6 out of 5 stars
1.1.47.3,organic_rating_count,"5,353"
1.1.47.4,organic_title,Men's Mesh Sneakers Oxfords Lightweight Shoes
1.1.48.1,organic_price,$35.99
1.1.48.2,organic_rating,4.6 out of 5 stars
1.1.48.3,organic_rating_count,594
1.1.48.4,organic_title,Women's Alpargata Recycled Cotton Canvas Loafer Flat
1.2.1.1,related_link,n/a
1.2.1.2,related_title,n/a
2.1.1.1,organic_price,$47.99
2.1.1.2,organic_rating,4.6 out of 5 stars
2.1.1.3,organic_rating_count,"17,888"
2.1.1.4,organic_title,Men's Charged Assert 9 Running Shoe
2.1.2.1,organic_price,$41.53
2.1.2.2,organic_rating,4.6 out of 5 stars
2.1.2.3,organic_rating_count,"4,443"
2.1.2.4,organic_title,Men's Striper II CVO Washable Sneaker
2.1.3.1,organic_price,$39.98
2.1.3.2,organic_rating,4.6 out of 5 stars
2.1.3.3,organic_rating_count,"6,850"
2.1.3.4,organic_title,Men's Lite Racer Adapt 4.0 Running Shoes
2.1.4.1,organic_price,$33.62
2.1.4.2,organic_rating,4.6 out of 5 stars
2.1.4.3,organic_rating_count,9
2.1.4.4,organic_title,Women's Duramo 10 Running Shoe
2.1.5.1,organic_price,$54.00
2.1.5.2,organic_rating,4.6 out of 5 stars
2.1.5.3,organic_rating_count,316
2.1.5.4,organic_title,Women's Gel-Excite 9 Running Shoes
2.1.6.1,organic_price,$50.00
2.1.6.2,organic_rating,4.6 out of 5 stars
2.1.6.3,organic_rating_count,520
2.1.6.4,organic_title,Men's Lite Racer Adapt 4.0 Running Shoe
2.1.7.1,organic_price,$64.00
2.1.7.2,organic_rating,4.5 out of 5 stars
2.1.7.3,organic_rating_count,"25,469"
2.1.7.4,organic_title,Men's Air Monarch IV Cross Trainer
2.1.8.1,organic_price,$60.00
2.1.8.2,organic_rating,4.5 out of 5 stars
2.1.8.3,organic_rating_count,"8,033"
2.1.8.4,organic_title,Men's Moreno Canvas Oxford Shoe
2.1.9.1,organic_price,$108.99
2.1.9.2,organic_rating,4.6 out of 5 stars
2.1.9.3,organic_rating_count,268
2.1.9.4,organic_title,Women's Chuck Taylor All Star Lift Sneakers
2.1.10.1,organic_price,$87.59
2.1.10.2,organic_rating,4.5 out of 5 stars
2.1.10.3,organic_rating_count,"10,344"
2.1.10.4,organic_title,Men's Grand Crosscourt Ii Sneaker
2.1.11.1,organic_price,n/a
2.1.11.2,organic_rating,4.5 out of 5 stars
2.1.11.3,organic_rating_count,"18,711"
2.1.11.4,organic_title,Men's Authentic Original 2-Eye Boat Shoe
2.1.12.1,organic_price,$65.00
2.1.12.2,organic_rating,4.6 out of 5 stars
2.1.12.3,organic_rating_count,"9,145"
2.1.12.4,organic_title,Women's Moab 2 Vent Hiking Shoe
2.1.13.1,organic_price,$46.54
2.1.13.2,organic_rating,4.4 out of 5 stars
2.1.13.3,organic_rating_count,450
2.1.13.4,organic_title,Women's Juliet Hayes Loafer Flat
2.1.14.1,organic_price,$44.97
2.1.14.2,organic_rating,4.6 out of 5 stars
2.1.14.3,organic_rating_count,"3,298"
2.1.14.4,organic_title,Men's Street Encounter Iv CNV
2.1.15.1,organic_price,$39.99
2.1.15.2,organic_rating,4.3 out of 5 stars
2.1.15.3,organic_rating_count,"27,308"
2.1.15.4,organic_title,Men's Memory Workshift-m Shoes
2.1.16.1,organic_price,$65.71
2.1.16.2,organic_rating,4.4 out of 5 stars
2.1.16.3,organic_rating_count,188
2.1.16.4,organic_title,Men's Redmond Iii Hiking Shoe
2.1.17.1,organic_price,$52.00
2.1.17.2,organic_rating,4.4 out of 5 stars
2.1.17.3,organic_rating_count,"60,538"
2.1.17.4,organic_title,Men's Afterburn Memory-Foam Lace-up Sneaker
2.1.18.1,organic_price,$76.97
2.1.18.2,organic_rating,4.5 out of 5 stars
2.1.18.3,organic_rating_count,"7,825"
2.1.18.4,organic_title,Men's Moab 2 WTPF Hiking Shoe
2.1.19.1,organic_price,$48.74
2.1.19.2,organic_rating,4.4 out of 5 stars
2.1.19.3,organic_rating_count,"5,171"
2.1.19.4,organic_title,Men's 520 V7 Running Shoe
2.1.20.1,organic_price,$51.84
2.1.20.2,organic_rating,4.6 out of 5 stars
2.1.20.3,organic_rating_count,"6,034"
2.1.20.4,organic_title,D'Lites - Biggest Fan
2.1.21.1,organic_price,$44.95
2.1.21.2,organic_rating,4.5 out of 5 stars
2.1.21.3,organic_rating_count,"9,285"
2.1.21.4,organic_title,Women's VERSAFOAM Cohesion 12 Road Running Shoe
2.1.22.1,organic_price,$53.10
2.1.22.2,organic_rating,4.7 out of 5 stars
2.1.22.3,organic_rating_count,"32,622"
2.1.22.4,organic_title,Men's Jungle Moc Slip-On Shoe
2.1.23.1,organic_price,$94.95
2.1.23.2,organic_rating,4.6 out of 5 stars
2.1.23.3,organic_rating_count,"9,609"
2.1.23.4,organic_title,Men's Tilden Cap Oxford Shoe
2.1.24.1,organic_price,$57.00
2.1.24.2,organic_rating,4.4 out of 5 stars
2.1.24.3,organic_rating_count,672
2.1.24.4,organic_title,Women's Racer TR21 Running Shoe
2.1.25.1,organic_price,$49.95
2.1.25.2,organic_rating,4.4 out of 5 stars
2.1.25.3,organic_rating_count,"1,623"
2.1.25.4,organic_title,Women's 410 V7 Trail Running Shoe
2.1.26.1,organic_price,$49.00
2.1.26.2,organic_rating,4.6 out of 5 stars
2.1.26.3,organic_rating_count,"73,347"
2.1.26.4,organic_title,Women's Cloudfoam Pure Running Shoe
2.1.27.1,organic_price,$64.95
2.1.27.2,organic_rating,4.5 out of 5 stars
2.1.27.3,organic_rating_count,674
2.1.27.4,organic_title,Mens Excursion Tr15 Trail Running Shoe
2.1.28.1,organic_price,$139.95
2.1.28.2,organic_rating,4.6 out of 5 stars
2.1.28.3,organic_rating_count,"4,356"
2.1.28.4,organic_title,Men's Air Force 1 '07 An20 Basketball Shoe
2.1.29.1,organic_price,$32.98
2.1.29.2,organic_rating,4.6 out of 5 stars
2.1.29.3,organic_rating_count,"24,083"
2.1.29.4,organic_title,Men's Expected Avillo Moccasin
2.1.30.1,organic_price,$52.19
2.1.30.2,organic_rating,4.6 out of 5 stars
2.1.30.3,organic_rating_count,"1,461"
2.1.30.4,organic_title,Men's EQ21 Running Shoe
2.1.31.1,organic_price,n/a
2.1.31.2,organic_rating,4.6 out of 5 stars
2.1.31.3,organic_rating_count,"7,568"
2.1.31.4,organic_title,Men's Billfish 3-Eye Boat Shoe
2.1.32.1,organic_price,$59.95
2.1.32.2,organic_rating,4.4 out of 5 stars
2.1.32.3,organic_rating_count,"9,048"
2.1.32.4,organic_title,Women's Influence Cross Trainer
2.1.33.1,organic_price,$48.83
2.1.33.2,organic_rating,4.5 out of 5 stars
2.1.33.3,organic_rating_count,"11,960"
2.1.33.4,organic_title,Women's Puremotion Adapt Running Shoe
2.1.34.1,organic_price,$61.94
2.1.34.2,organic_rating,4.6 out of 5 stars
2.1.34.3,organic_rating_count,"7,398"
2.1.34.4,organic_title,Men's Tilden Walk Oxford
2.1.35.1,organic_price,$59.99
2.1.35.2,organic_rating,4.6 out of 5 stars
2.1.35.3,organic_rating_count,"2,547"
2.1.35.4,organic_title,Men's Charged Engage Cross Trainer
2.1.36.1,organic_price,$66.91
2.1.36.2,organic_rating,4.6 out of 5 stars
2.1.36.3,organic_rating_count,572
2.1.36.4,organic_title,Men's Ride 14 Running Shoe
2.1.37.1,organic_price,$46.90
2.1.37.2,organic_rating,4.3 out of 5 stars
2.1.37.3,organic_rating_count,"6,062"
2.1.37.4,organic_title,Men's Sneakers Sport Running Athletic Tennis Walking Shoes
2.1.38.1,organic_price,$74.99
2.1.38.2,organic_rating,4.7 out of 5 stars
2.1.38.3,organic_rating_count,199
2.1.38.4,organic_title,Men's S2g Spikeless Golf Shoes
2.1.39.1,organic_price,$69.95
2.1.39.2,organic_rating,4.5 out of 5 stars
2.1.39.3,organic_rating_count,298
2.1.39.4,organic_title,Women's Lilah Heeled Sandal
2.1.40.1,organic_price,$549.99
2.1.40.2,organic_rating,3.8 out of 5 stars
2.1.40.3,organic_rating_count,8
2.1.40.4,organic_title,Yeezy Boost 350 V2
2.1.41.1,organic_price,$51.42
2.1.41.2,organic_rating,4.3 out of 5 stars
2.1.41.3,organic_rating_count,"3,663"
2.1.41.4,organic_title,Men's Questar Flow Nxt Running Shoe
2.1.42.1,organic_price,$49.50
2.1.42.2,organic_rating,4.5 out of 5 stars
2.1.42.3,organic_rating_count,"21,458"
2.1.42.4,organic_title,Women's Champion Canvas Sneaker
2.1.43.1,organic_price,$53.32
2.1.43.2,organic_rating,4.7 out of 5 stars
2.1.43.3,organic_rating_count,"2,051"
2.1.43.4,organic_title,Men's Gel-Excite 8 Running Shoes
2.1.44.1,organic_price,$84.99
2.1.44.2,organic_rating,4.6 out of 5 stars
2.1.44.3,organic_rating_count,"22,039"
2.1.44.4,organic_title,Women's Fresh Foam Roav V1 Running Shoe
2.1.45.1,organic_price,$49.97
2.1.45.2,organic_rating,4.4 out of 5 stars
2.1.45.3,organic_rating_count,488
2.1.45.4,organic_title,Men's Charged Pursuit 3 --Running Shoe
2.1.46.1,organic_price,$48.74
2.1.46.2,organic_rating,4.3 out of 5 stars
2.1.46.3,organic_rating_count,"3,474"
2.1.46.4,organic_title,Women's 520 V7 Running Shoe
2.1.47.1,organic_price,$52.99
2.1.47.2,organic_rating,4.6 out of 5 stars
2.1.47.3,organic_rating_count,"5,353"
2.1.47.4,organic_title,Men's Mesh Sneakers Oxfords Lightweight Shoes
2.1.48.1,organic_price,$35.99
2.1.48.2,organic_rating,4.6 out of 5 stars
2.1.48.3,organic_rating_count,594
2.1.48.4,organic_title,Women's Alpargata Recycled Cotton Canvas Loafer Flat
2.2.1.1,related_link,n/a
2.2.1.2,related_title,n/a
3.1.1.1,organic_price,n/a
3.1.1.2,organic_rating,4.5 out of 5 stars
3.1.1.3,organic_rating_count,"17,687"
3.1.1.4,organic_title,Men's Classic Fit Easy Khaki Pants (Regular and Big & Tall)
3.1.2.1,organic_price,$14.60
3.1.2.2,organic_rating,n/a
3.1.2.3,organic_rating_count,n/a
3.1.2.4,organic_title,Male Casual Solid Trouser Pants Ankle Length Pant Pocket Elastic Waist Pant Trouser Loose Casual Pant
3.1.3.1,organic_price,$13.63
3.1.3.2,organic_rating,4.4 out of 5 stars
3.1.3.3,organic_rating_count,Amazon's Choicefor pant
3.1.3.4,organic_title,"Men's Everyday Fitted Ankle Cotton Pants, 31.5"" Inseam, Cotton Knit Pants Left Hip ""C"" Logo, Cotton Warm-Up Pants"
3.1.4.1,organic_price,$35.98
3.1.4.2,organic_rating,4.4 out of 5 stars
3.1.4.3,organic_rating_count,"4,831"
3.1.4.4,organic_title,Men's Slim Fit Dress Pant
3.1.5.1,organic_price,$17.09
3.1.5.2,organic_rating,4.4 out of 5 stars
3.1.5.3,organic_rating_count,"23,664"
3.1.5.4,organic_title,Men's Everyday Cotton Jogger
3.1.6.1,organic_price,$22.90
3.1.6.2,organic_rating,4.3 out of 5 stars
3.1.6.3,organic_rating_count,"34,551"
3.1.6.4,organic_title,Men's Classic-Fit Wrinkle-Resistant Flat-Front Chino Pant
3.1.7.1,organic_price,$32.99
3.1.7.2,organic_rating,4.2 out of 5 stars
3.1.7.3,organic_rating_count,"24,869"
3.1.7.4,organic_title,Women's Relaxed Fit All Day Straight Leg Pant
3.1.8.1,organic_price,$51.99
3.1.8.2,organic_rating,4.6 out of 5 stars
3.1.8.3,organic_rating_count,809
3.1.8.4,organic_title,Men's Hybrid Performance Workout Pants
3.1.9.1,organic_price,$22.90
3.1.9.2,organic_rating,4.3 out of 5 stars
3.1.9.3,organic_rating_count,"26,879"
3.1.9.4,organic_title,Men's Slim-Fit Wrinkle-Resistant Flat-Front Chino Pant
3.1.10.1,organic_price,$31.90
3.1.10.2,organic_rating,4.5 out of 5 stars
3.1.10.3,organic_rating_count,"15,194"
3.1.10.4,organic_title,Men's Performance Series Extreme Comfort Straight Fit Pant
3.1.11.1,organic_price,n/a
3.1.11.2,organic_rating,4.5 out of 5 stars
3.1.11.3,organic_rating_count,"11,834"
3.1.11.4,organic_title,Men's Classic Fit Easy Khaki Pants - Pleated (Standard and Big & Tall)
3.1.12.1,organic_price,$29.50
3.1.12.2,organic_rating,4.7 out of 5 stars
3.1.12.3,organic_rating_count,"9,410"
3.1.12.4,organic_title,Men's Tiro 21 Track Pants
3.1.13.1,organic_price,$29.99
3.1.13.2,organic_rating,4.5 out of 5 stars
3.1.13.3,organic_rating_count,"21,504"
3.1.13.4,organic_title,"Bootcut Yoga Pants with Pockets for Women High Waist Workout Bootleg Pants Tummy Control, 4 Pockets Work Pants for Women"
3.1.14.1,organic_price,$29.58
3.1.14.2,organic_rating,3.8 out of 5 stars
3.1.14.3,organic_rating_count,"8,492"
3.1.14.4,organic_title,Women's Relaxed Straight Stretch Twill Pant
3.1.15.1,organic_price,n/a
3.1.15.2,organic_rating,4.5 out of 5 stars
3.1.15.3,organic_rating_count,"8,695"
3.1.15.4,organic_title,Men's Straight Fit Signature Lux Cotton Stretch Khaki Pant
3.1.16.1,organic_price,$100.00
3.1.16.2,organic_rating,4.4 out of 5 stars
3.1.16.3,organic_rating_count,554
3.1.16.4,organic_title,PreCip Full Zip Pant - Men's
3.1.17.1,organic_price,$31.17
3.1.17.2,organic_rating,4.6 out of 5 stars
3.1.17.3,organic_rating_count,"3,699"
3.1.17.4,organic_title,Men's Armour Fleece Pants
3.1.18.1,organic_price,$20.86
3.1.18.2,organic_rating,4.4 out of 5 stars
3.1.18.3,organic_rating_count,"5,893"
3.1.18.4,organic_title,Men's Slim-Fit Stretch Cargo Pant
3.1.19.1,organic_price,$29.99
3.1.19.2,organic_rating,4.5 out of 5 stars
3.1.19.3,organic_rating_count,"14,414"
3.1.19.4,organic_title,Men's Premium Relaxed Fit Straight Leg Cargo Pant
3.1.20.1,organic_price,$38.98
3.1.20.2,organic_rating,4.5 out of 5 stars
3.1.20.3,organic_rating_count,"3,088"
3.1.20.4,organic_title,Men's Modern Fit Dress Pant
3.1.21.1,organic_price,$29.99
3.1.21.2,organic_rating,4.2 out of 5 stars
3.1.21.3,organic_rating_count,"10,397"
3.1.21.4,organic_title,Women's Wrinkle Free Relaxed Fit Straight Leg Pant
3.1.22.1,organic_price,$29.11
3.1.22.2,organic_rating,4.5 out of 5 stars
3.1.22.3,organic_rating_count,"14,933"
3.1.22.4,organic_title,Men's Premium No Iron Khaki Classic Fit Expandable Waist Flat Front Pant
3.1.23.1,organic_price,$17.50
3.1.23.2,organic_rating,4.8 out of 5 stars
3.1.23.3,organic_rating_count,"44,887"
3.1.23.4,organic_title,"Baby Boys' Pant, Pack of 4"
3.1.24.1,organic_price,$34.99
3.1.24.2,organic_rating,4.5 out of 5 stars
3.1.24.3,organic_rating_count,"2,893"
3.1.24.4,organic_title,Men's Premium No Iron Khaki Slim Fit Flat Front Casual Pant
3.1.25.1,organic_price,$29.99
3.1.25.2,organic_rating,4.3 out of 5 stars
3.1.25.3,organic_rating_count,"17,292"
3.1.25.4,organic_title,Men's Original 874 Work Pants
3.1.26.1,organic_price,$259.00
3.1.26.2,organic_rating,4.7 out of 5 stars
3.1.26.3,organic_rating_count,28
3.1.26.4,organic_title,Men's Timberline Pant
3.1.27.1,organic_price,$30.70
3.1.27.2,organic_rating,4.3 out of 5 stars
3.1.27.3,organic_rating_count,"12,690"
3.1.27.4,organic_title,Men's Classic-Fit Stretch Golf Pant
3.1.28.1,organic_price,$36.47
3.1.28.2,organic_rating,4.7 out of 5 stars
3.1.28.3,organic_rating_count,"3,393"
3.1.28.4,organic_title,Men's Tiro Track Pants
3.1.29.1,organic_price,n/a
3.1.29.2,organic_rating,4.5 out of 5 stars
3.1.29.3,organic_rating_count,"4,639"
3.1.29.4,organic_title,Men's Straight Fit Jean Cut All Seasons Tech Pants
3.1.30.1,organic_price,$49.95
3.1.30.2,organic_rating,4.6 out of 5 stars
3.1.30.3,organic_rating_count,404
3.1.30.4,organic_title,Men's Rebel Roamer Pant
3.1.31.1,organic_price,$23.10
3.1.31.2,organic_rating,4.4 out of 5 stars
3.1.31.3,organic_rating_count,"5,647"
3.1.31.4,organic_title,Men's Straight-Fit Washed Comfort Stretch Chino Pant
3.1.32.1,organic_price,$37.99
3.1.32.2,organic_rating,4.4 out of 5 stars
3.1.32.3,organic_rating_count,"6,544"
3.1.32.4,organic_title,Men's Outdoor Quick-Dry Lightweight Waterproof Hiking Mountain Pants with Belt
3.1.33.1,organic_price,$23.50
3.1.33.2,organic_rating,4.4 out of 5 stars
3.1.33.3,organic_rating_count,"17,564"
3.1.33.4,organic_title,Men's Slim-Fit Casual Stretch Khaki Pant
3.1.34.1,organic_price,$17.99
3.1.34.2,organic_rating,4.3 out of 5 stars
3.1.34.3,organic_rating_count,"13,086"
3.1.34.4,organic_title,Men's 874 Flex Work Pant
3.1.35.1,organic_price,$31.56
3.1.35.2,organic_rating,4.6 out of 5 stars
3.1.35.3,organic_rating_count,"2,747"
3.1.35.4,organic_title,Men's Big and Tall Stretch Traveler Cuffed Crosshatch Pleated Pant
3.1.36.1,organic_price,$34.97
3.1.36.2,organic_rating,4.6 out of 5 stars
3.1.36.3,organic_rating_count,"5,935"
3.1.36.4,organic_title,Adult Women's Belted Low Rise Fastpitch Softball Pant
3.1.37.1,organic_price,$33.45
3.1.37.2,organic_rating,4.6 out of 5 stars
3.1.37.3,organic_rating_count,"1,715"
3.1.37.4,organic_title,Men's Essentials Fleece Open Hem 3-Stripes Pants
3.1.38.1,organic_price,$28.21
3.1.38.2,organic_rating,4.4 out of 5 stars
3.1.38.3,organic_rating_count,"9,072"
3.1.38.4,organic_title,Men's Slim-Fit Flat-Front Dress Pant
3.1.39.1,organic_price,$14.99
3.1.39.2,organic_rating,4.4 out of 5 stars
3.1.39.3,organic_rating_count,"90,866"
3.1.39.4,organic_title,Women's Printed Solid Activewear Jogger Track Cuff Sweatpants
3.1.40.1,organic_price,$21.95
3.1.40.2,organic_rating,4.7 out of 5 stars
3.1.40.3,organic_rating_count,"8,181"
3.1.40.4,organic_title,Boys' Utility Relaxed Baseball Pants
3.1.41.1,organic_price,$40.36
3.1.41.2,organic_rating,4.7 out of 5 stars
3.1.41.3,organic_rating_count,"2,028"
3.1.41.4,organic_title,Men's Aeroready Sereno Slim Tapered-Cut 3-Stripes Pants
3.1.42.1,organic_price,$21.50
3.1.42.2,organic_rating,4.3 out of 5 stars
3.1.42.3,organic_rating_count,"5,821"
3.1.42.4,organic_title,Men's Straight-fit Wrinkle-Resistant Flat-Front Chino Pant
3.1.43.1,organic_price,$13.99
3.1.43.2,organic_rating,4.5 out of 5 stars
3.1.43.3,organic_rating_count,527
3.1.43.4,organic_title,Fancy Pants
3.1.44.1,organic_price,$13.29
